# atmospheric parameters ATMLAY, A, B, C respectively
 0.00000000E+00  3.78975024E+05  9.76362161E+05  2.66978204E+06  1.00000000E+07
-1.67989767E+02 -7.66485528E+01 -5.50952870E+00  7.80430067E-04  1.12829200E-02
 1.22470888E+03  1.14192242E+03  1.17415424E+03  1.80812233E+03  1.00000000E+00
 1.05412176E+06  9.41489945E+05  7.76039677E+05  6.62428048E+05  1.00000000E+09
# atmospheric height [m] and refractive index columns 
-9.99790296E+02  1.000401454267143E+00
-9.98790296E+02  1.000401416184709E+00
-9.97790296E+02  1.000401378105887E+00
-9.96790296E+02  1.000401340030678E+00
-9.95790296E+02  1.000401301959080E+00
-9.94790296E+02  1.000401263891094E+00
-9.93790296E+02  1.000401225826719E+00
-9.92790296E+02  1.000401187765955E+00
-9.91790296E+02  1.000401149708801E+00
-9.90790296E+02  1.000401111655258E+00
-9.89790296E+02  1.000401073605324E+00
-9.88790296E+02  1.000401035559000E+00
-9.87790296E+02  1.000400997516285E+00
-9.86790296E+02  1.000400959477179E+00
-9.85790296E+02  1.000400921441681E+00
-9.84790296E+02  1.000400883409791E+00
-9.83790296E+02  1.000400845381509E+00
-9.82790296E+02  1.000400807356834E+00
-9.81790296E+02  1.000400769335767E+00
-9.80790296E+02  1.000400731318306E+00
-9.79790296E+02  1.000400693304451E+00
-9.78790296E+02  1.000400655294203E+00
-9.77790296E+02  1.000400617287560E+00
-9.76790296E+02  1.000400579284523E+00
-9.75790296E+02  1.000400541285091E+00
-9.74790296E+02  1.000400503289263E+00
-9.73790296E+02  1.000400465297040E+00
-9.72790296E+02  1.000400427308420E+00
-9.71790296E+02  1.000400389323405E+00
-9.70790296E+02  1.000400351341992E+00
-9.69790296E+02  1.000400313364183E+00
-9.68790296E+02  1.000400275389976E+00
-9.67790296E+02  1.000400237419371E+00
-9.66790296E+02  1.000400199452369E+00
-9.65790296E+02  1.000400161488968E+00
-9.64790296E+02  1.000400123529168E+00
-9.63790296E+02  1.000400085572969E+00
-9.62790296E+02  1.000400047620371E+00
-9.61790296E+02  1.000400009671373E+00
-9.60790296E+02  1.000399971725975E+00
-9.59790296E+02  1.000399933784176E+00
-9.58790296E+02  1.000399895845977E+00
-9.57790296E+02  1.000399857911376E+00
-9.56790296E+02  1.000399819980374E+00
-9.55790296E+02  1.000399782052970E+00
-9.54790296E+02  1.000399744129164E+00
-9.53790296E+02  1.000399706208956E+00
-9.52790296E+02  1.000399668292344E+00
-9.51790296E+02  1.000399630379330E+00
-9.50790296E+02  1.000399592469912E+00
-9.49790296E+02  1.000399554564090E+00
